facilityID,X22.2060,X22.6285,X22.6290,X22.8500,X22.8505,X22.8506,X22.6430,X22.6435,X22.6440,X22.7090,X22.7095,X22.6300,X22.6305,X22.6420,X22.6425,X21.6265,X21.6270,X21.6275,X21.6280,X21.6285,X21.6290,X21.6350,X21.6355,X21.8500,X21.8505,X21.8506,X21.6230,X21.6235,X21.6240,X21.6245,X21.6250,X21.6255,X21.6260,X21.6570,X21.6575,X21.7060,X21.7070,X21.7075,X19.2060,X19.6100,X19.6105,X19.6140,X19.6145,X19.6150,X19.6155,X19.6160,X19.6165,X19.6265,X19.6270,X19.6275,X19.6280,X19.6285,X19.6290,X19.6325,X19.6350,X19.6355,X19.6400,X19.6405,X19.8500,X19.8505,X19.8506,X19.6110,X19.6115,X19.6120,X19.6125,X19.6200,X19.6205,X19.6130,X19.6135,X20.6100,X20.6105,X20.6140,X20.6145,X20.6265,X20.6270,X20.6275,X20.6280,X20.6325,X20.8500,X20.8505,X20.8506,X20.6110,X20.6115,X20.6120,X20.6125,X20.6200,X20.6205,X20.6130,X20.6135,X31.8500,X31.8505,X31.8506,X31.6770,X31.6775,X31.6790,X31.6795,X31.6810,X31.6815,X24.2060,X24.8500,X24.8505,X24.8506,X24.4020,X24.4025,X24.4040,X24.8020,X24.8030,X24.8035,X24.9210,X24.9215,X24.4045,X24.8025,X25.8506,X25.6000,X25.6005,X25.6010,X25.6015,X25.6020,X25.6025,X25.6030,X25.6031,X25.6033,X25.6035,X25.6040,X25.6046,X25.6060,X25.7100
X94515,0.998846681,0.030130469,0.030130469,0.996972537,1,1,0.083255244,0.083255244,0.083255244,0.034887912,0.034887912,0.015353564,0.015353564,0.008721978,0.008721978,0.00057666,0.00057666,7.20825E-05,7.20825E-05,0.030130469,0.030130469,0,0,0.996972537,1,1,0.131190081,0.008217401,0.008217401,0.024508037,0.024508037,0.030779211,0.030779211,0.142362863,0.142362863,0.131190081,0.10978159,0.10978159,0.998846681,0.064297556,0.064297556,0.00086499,0.00086499,0,0,0.167880055,0.167880055,0.00057666,0.00057666,7.20825E-05,7.20825E-05,0.030130469,0.030130469,1,0,0,0.024796367,0.024796367,0.996972537,1,1,0.357024436,0.357024436,0.027319253,0.027319253,0,0,0,0,0.064297556,0.064297556,0.00086499,0.00086499,0.00057666,0.00057666,7.20825E-05,7.20825E-05,1,0.996972537,1,1,0.357024436,0.357024436,0.027319253,0.027319253,0,0,0,0,0.996972537,1,1,0.0427449,0.0427449,0.0427449,0.0427449,0.044907374,0.011172782,0.662798241,0.661428674,0.663230736,0.663230736,0.1006992,0.1006992,0.01052404,0.01052404,0.020327254,0.020327254,0.079939451,0.079939451,7.20825E-05,7.20825E-05,0.663230736,0.049160239,0.049160239,0.037122468,0.037122468,0,0,0,0,0,0,0,0,0.661428674,0
X308633,1,0.000281294,0.000281294,0.943459916,1,0,0,0,0,0,0,0,0,0,0,0.003375527,0.003375527,0.003375527,0.003375527,0.000281294,0.000281294,0,0,0.943459916,1,0,0.054289733,0.005063291,0.005063291,0.018284107,0.018284107,0.000843882,0.000843882,0.036005626,0.036005626,0.054289733,0,0,1,0.023909986,0.023909986,0.001125176,0.001125176,0,0,0.081575246,0.081575246,0.003375527,0.003375527,0.003375527,0.003375527,0.000281294,0.000281294,1,0,0,0.001969058,0.001969058,0.943459916,1,0,0,0,0,0,0,0,0,0,0.023909986,0.023909986,0.001125176,0.001125176,0.003375527,0.003375527,0.003375527,0.003375527,1,0.943459916,1,0,0,0,0,0,0,0,0,0,0.943459916,1,0,0,0,0,0,0.010126582,0.010126582,0.458509142,0.443881857,0.458509142,0,0,0,0,0,0.000281294,0.000281294,0.030942335,0.030942335,0,0,0,0.001125176,0.001125176,0.044725738,0.044725738,0,0,0,0,0,0,0,0,0.443881857,0
X193768,1,0.002764259,0.002764259,0.975073,1,0.787755499,0.143955616,0.143955616,0.143955616,0.005168386,0.005168386,0,0,0,0,0.001742262,0.001742262,0.001528129,0.001528129,0.002764259,0.002764259,0.171452209,0.171452209,0.975073,1,0.787755499,0.047956005,0.00370839,0.00370839,0.008302511,0.008302511,0.002696126,0.002696126,0.02121861,0.02121861,0.047956005,0.55626825,0.55626825,1,0.013324898,0.013324898,0.00111933,0.00111933,0.203630524,0.203630524,0.042028421,0.042028421,0.001742262,0.001742262,0.001528129,0.001528129,0.002764259,0.002764259,1,0.171452209,0.171452209,0.050535332,0.050535332,0.975073,1,0.787755499,0.404195055,0.404195055,0.330698851,0.330698851,0,0,0.000408799,0.000408799,0.013324898,0.013324898,0.00111933,0.00111933,0.001742262,0.001742262,0.001528129,0.001528129,1,0.975073,1,0.787755499,0.404195055,0.404195055,0.330698851,0.330698851,0,0,0.000408799,0.000408799,0.975073,1,0.787755499,0.094870547,0.094870547,0.094870547,0.094870547,0.095561612,0.00126533,0.341532023,0.335302706,0.341532023,0.276474596,0.072999805,0.072999805,1.94666E-05,1.94666E-05,0.001956395,0.001956395,0.025559665,0.025559665,3.89332E-05,3.89332E-05,0.276474596,0.004107456,0.004107456,0.00364999,0.00364999,0.182879112,0.182879112,0.007981312,0.007981312,0.020663812,0.020663812,0.182879112,0.182879112,0.335302706,0.020663812
X70677,0.999750787,0.021837326,0.021837326,0.962399925,1,0.913180275,0.094545341,0.094545341,0.094545341,0.01800567,0.01800567,0.007507554,0.007507554,0.014703592,0.014703592,0.001806797,0.001806797,0.001028005,0.001028005,0.021837326,0.021837326,0.020684714,0.020684714,0.962399925,1,0.913180275,0.027693841,0.000404972,0.000404972,0.00816174,0.00816174,0.006853369,0.006853369,0.027070808,0.027070808,0.027693841,0.625463381,0.625463381,0.999750787,0.063300209,0.063300209,0.000155758,0.000155758,0.117753341,0.117753341,0.055574593,0.055574593,0.001806797,0.001806797,0.001028005,0.001028005,0.021837326,0.021837326,1,0.020684714,0.020684714,0.00613688,0.00613688,0.962399925,1,0.913180275,0.713498022,0.713498022,0.200274135,0.200274135,0.25718825,0.25718825,0,0,0.063300209,0.063300209,0.000155758,0.000155758,0.001806797,0.001806797,0.001028005,0.001028005,1,0.962399925,1,0.913180275,0.713498022,0.713498022,0.200274135,0.200274135,0.25718825,0.25718825,0,0,0.962399925,1,0.913180275,0,0,0,0,0.002149466,0.002149466,0.573003956,0.55895455,0.57325317,0.52646335,0.079125261,0.079125261,0,0,0.009999688,0.009999688,0.026042802,0.026042802,3.11517E-05,3.11517E-05,0.52646335,0.005825364,0.005825364,0.00576306,0.00576306,0.505404816,0.505404816,0.070807763,0.070807763,0.003021713,0.01021775,0.518177004,0.518177004,0.518800037,0.01021775
X70677,1,0.014407107,0.014407107,0,0,0.989687138,0,0,0,0,0,0,0,0,0,0.004943994,0.004943994,0.001776748,0.001776748,0.014407107,0.014407107,0,0,0,0,0.989687138,0.053495558,0.003128621,0.003128621,0.014909231,0.014909231,0.001506373,0.001506373,0.046774817,0.046774817,0.053495558,0,0,1,0.047508691,0.047508691,0.000579374,0.000579374,0,0,0.134105832,0.134105832,0.004943994,0.004943994,0.001776748,0.001776748,0.014407107,0.014407107,0,0,0,0.026149092,0.026149092,0,0,0.989687138,0,0,0,0,0,0,7.72499E-05,7.72499E-05,0.047508691,0.047508691,0.000579374,0.000579374,0.004943994,0.004943994,0.001776748,0.001776748,0,0,0,0.989687138,0,0,0,0,0,0,7.72499E-05,7.72499E-05,0,0,0.989687138,0,0,0,0,0.006373117,0.006373117,0.736732329,0,0,0.730706837,0.000656624,0.000656624,0,0,0.013286983,0.013286983,0.062649672,0.062649672,3.8625E-05,3.8625E-05,0.730706837,0.009192739,0.009192739,0.007454616,0.007454616,0,0,0,0,0,0,0,0,0.704828119,0
X201305,1,0.011273526,0.011273526,0,0,0.986576861,0,0,0,0,0,0,0,0,0,0.003152766,0.003152766,0.000955384,0.000955384,0.011273526,0.011273526,0,0,0,0,0.986576861,0.05531671,0.002388459,0.002388459,0.010413681,0.010413681,0.00114646,0.00114646,0.048724563,0.048724563,0.05531671,0,0,1,0.047530333,0.047530333,0.000429923,0.000429923,0,0,0.159214675,0.159214675,0.003152766,0.003152766,0.000955384,0.000955384,0.011273526,0.011273526,0,0,0,0.018295596,0.018295596,0,0,0.986576861,0,0,0,0,0,0,0,0,0.047530333,0.047530333,0.000429923,0.000429923,0.003152766,0.003152766,0.000955384,0.000955384,0,0,0,0.986576861,0,0,0,0,0,0,0,0,0,0,0.986576861,0,0,0,0,0.005588994,0.005588994,0.72408522,0,0,0.716489921,0.001050922,0.001050922,0,0,0.009935989,0.009935989,0.05995032,0.05995032,9.55384E-05,9.55384E-05,0.716489921,0.013136524,0.013136524,0.009267221,0.009267221,0,0,0.000143308,0.000143308,0,0,0,0,0.700869399,0
X346692,1,0.007692308,0.007692308,0.953846154,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007692308,0.007692308,0,0,0.953846154,1,0,0.092307692,0.005128205,0.005128205,0.015384615,0.015384615,0.002564103,0.002564103,0.035897436,0.035897436,0.092307692,0,0,1,0.030769231,0.030769231,0,0,0,0,0.051282051,0.051282051,0,0,0,0,0.007692308,0.007692308,1,0,0,0.005128205,0.005128205,0.953846154,1,0,0,0,0,0,0,0,0,0,0.030769231,0.030769231,0,0,0,0,0,0,1,0.953846154,1,0,0,0,0,0,0,0,0,0,0.953846154,1,0,0,0,0,0,0.005128205,0.005128205,0.943589744,0.9,0.943589744,0,0,0,0,0,0.002564103,0.002564103,0.061538462,0.061538462,0,0,0,0.005128205,0.005128205,0.041025641,0.041025641,0,0,0,0,0,0,0,0,0.9,0
X104223,1,0.120211477,0.120211477,0.950126666,0.991034255,0.719682784,0.088776297,0.088776297,0.088776297,0.001035356,0.001035356,0,0,0,0,0.000660866,0.000660866,0.000440577,0.000440577,0.120211477,0.120211477,0.009009803,0.009009803,0.950126666,0.991034255,0.719682784,0.070668576,0.001013327,0.001013327,0.008238793,0.008238793,0.001365789,0.001365789,0.028329111,0.028329111,0.070668576,0.313118185,0.313118185,1,0.023945368,0.023945368,0.00019826,0.00019826,0.360237912,0.360237912,0.08716819,0.08716819,0.000660866,0.000660866,0.000440577,0.000440577,0.120211477,0.120211477,0.991034255,0.009009803,0.009009803,0.007511841,0.007511841,0.950126666,0.991034255,0.719682784,0.012908911,0.012908911,0.142746999,0.142746999,0.14754929,0.14754929,2.20289E-05,2.20289E-05,0.023945368,0.023945368,0.00019826,0.00019826,0.000660866,0.000660866,0.000440577,0.000440577,0.991034255,0.950126666,0.991034255,0.719682784,0.012908911,0.012908911,0.142746999,0.142746999,0.14754929,0.14754929,2.20289E-05,2.20289E-05,0.950126666,0.991034255,0.719682784,0,0,0,0,0.001696222,0.001696222,0.470734662,0.456966626,0.470029739,0.41156515,0.030003304,0.030003304,0,0,0.008150677,0.008150677,0.054058817,0.054058817,0.000110144,0.000110144,0.41156515,0.005485186,0.005485186,0.006520542,0.006520542,0.368785108,0.368785108,0,0,0,0,0.376296949,0.376296949,0.450225796,0
X104225,1,0.138186952,0.138186952,0.976721454,0.987908189,0.800883354,0.093765839,0.093765839,0.093765839,0.000217218,0.000217218,0,0,0,0,0.000434436,0.000434436,0.000325827,0.000325827,0.138186952,0.138186952,0.002606618,0.002606618,0.976721454,0.987908189,0.800883354,0.05549924,0.000434436,0.000434436,0.005575266,0.005575266,0.000941279,0.000941279,0.030700167,0.030700167,0.05549924,0.081746434,0.081746434,1,0.02595757,0.02595757,0.00036203,0.00036203,0.19987691,0.19987691,0.098182608,0.098182608,0.000434436,0.000434436,0.000325827,0.000325827,0.138186952,0.138186952,0.987908189,0.002606618,0.002606618,0.003258272,0.003258272,0.976721454,0.987908189,0.800883354,0.009123163,0.009123163,0.061617551,0.061617551,0.151147636,0.151147636,3.6203E-05,3.6203E-05,0.02595757,0.02595757,0.00036203,0.00036203,0.000434436,0.000434436,0.000325827,0.000325827,0.987908189,0.976721454,0.987908189,0.800883354,0.009123163,0.009123163,0.061617551,0.061617551,0.151147636,0.151147636,3.6203E-05,3.6203E-05,0.976721454,0.987908189,0.800883354,0,0,0,0,0.000651654,0.000651654,0.498298458,0.494171313,0.497574397,0.474983709,0.046303671,0.046303671,0,0,0.011729781,0.011729781,0.055716458,0.055716458,0.000108609,0.000108609,0.474983709,0.004271957,0.004271957,0.003656506,0.003656506,0.322424155,0.322424155,0,0,0,0,0.328723481,0.328723481,0.484324089,0
X104200,1,0.158499214,0.158499214,0.957257441,0.994030964,0.46017534,0.078610067,0.078610067,0.078610067,0.023183308,0.023183308,0,0,0,0,0.001732086,0.001732086,0.001225784,0.001225784,0.158499214,0.158499214,0.004130359,0.004130359,0.957257441,0.994030964,0.46017534,0.076531564,0.001625496,0.001625496,0.012737496,0.012737496,0.003117755,0.003117755,0.030484718,0.030484718,0.076531564,0.35092067,0.35092067,1,0.029232286,0.029232286,0.000186532,0.000186532,0.227889253,0.227889253,0.105470728,0.105470728,0.001732086,0.001732086,0.001225784,0.001225784,0.158499214,0.158499214,0.994030964,0.004130359,0.004130359,0.004077065,0.004077065,0.957257441,0.994030964,0.46017534,0.016548085,0.016548085,0.211127988,0.211127988,0.185040104,0.185040104,0.000159885,0.000159885,0.029232286,0.029232286,0.000186532,0.000186532,0.001732086,0.001732086,0.001225784,0.001225784,0.994030964,0.957257441,0.994030964,0.46017534,0.016548085,0.016548085,0.211127988,0.211127988,0.185040104,0.185040104,0.000159885,0.000159885,0.957257441,0.994030964,0.46017534,0,0,0,0,0.001172489,0.001172489,0.544088256,0.52849948,0.543395422,0.319076931,0.063794068,0.063794068,0,0,0.00623551,0.00623551,0.048072055,0.048072055,2.66475E-05,2.66475E-05,0.319076931,0.004743252,0.004743252,0.006581928,0.006581928,0.34753644,0.34753644,0,0,0,0,0.353798598,0.353798598,0.52162443,0
X67858,1,0.001638711,0.001638711,0.964721342,1,1,0.026451264,0.026451264,0.026451264,0.01396769,0.01396769,0.00032465,0.00032465,0,0,7.72977E-05,7.72977E-05,6.18381E-05,6.18381E-05,0.001638711,0.001638711,0.003586612,0.003586612,0.964721342,1,1,0.005542243,0.000185514,0.000185514,0.000796166,0.000796166,0.000170055,0.000170055,0.000432867,0.000432867,0.005542243,0.485344361,0.485344361,1,0.000262812,0.000262812,1.54595E-05,1.54595E-05,0.041106903,0.041106903,0.000602922,0.000602922,7.72977E-05,7.72977E-05,6.18381E-05,6.18381E-05,0.001638711,0.001638711,1,0.003586612,0.003586612,0.000247353,0.000247353,0.964721342,1,1,0.570518667,0.570518667,0.136074824,0.136074824,0.010064157,0.010064157,0,0,0.000262812,0.000262812,1.54595E-05,1.54595E-05,7.72977E-05,7.72977E-05,6.18381E-05,6.18381E-05,1,0.964721342,1,1,0.570518667,0.570518667,0.136074824,0.136074824,0.010064157,0.010064157,0,0,0.964721342,1,1,0.009438046,0.009438046,0.009438046,0.009438046,0.009484425,8.50274E-05,0.561985004,0.550537219,0.561985004,0.561985004,0.051627116,0.051627116,0,0,0.016309809,0.016309809,0.004058128,0.004058128,0,0,0.561985004,0.001623251,0.001623251,0.00066476,0.00066476,0.046100332,0.046100332,0.030037876,0.030037876,0.002195254,0.002195254,0.046100332,0.046100332,0.550544949,0.002195254
X240014,1,0.005710447,0.005710447,0.933825999,1,1,0,0,0,0,0,0,0,0,0,0.00011197,0.00011197,0.00011197,0.00011197,0.005710447,0.005710447,0,0,0.933825999,1,1,0,0.000671817,0.000671817,0.003471056,0.003471056,0.000447878,0.000447878,0,0,0,0,0,1,0,0,0.000783787,0.000783787,0,0,0.002015452,0.002015452,0.00011197,0.00011197,0.00011197,0.00011197,0.005710447,0.005710447,1,0,0,0,0,0.933825999,1,1,0,0,0,0,0,0,0,0,0,0,0.000783787,0.000783787,0.00011197,0.00011197,0.00011197,0.00011197,1,0.933825999,1,1,0,0,0,0,0,0,0,0,0.933825999,1,1,0,0,0,0,0.000223939,0.000223939,0.860150039,0.808756018,0.860150039,0.860150039,0,0,0,0,0.006494234,0.006494234,0.051170082,0.051170082,0.000223939,0.000223939,0.860150039,0.009965289,0.009965289,0.000223939,0.000223939,0,0,0,0,0,0,0,0,0.808756018,0
X193774,0.999966134,0.002184367,0.002184367,0.972991737,1,0.819374831,0.154531292,0.154531292,0.154531292,0.00802628,0.00802628,0,0,0,0,0.002590761,0.002590761,0.002319832,0.002319832,0.002184367,0.002184367,0.262157952,0.262157952,0.972991737,1,0.819374831,0.068003251,0.003725278,0.003725278,0.015815497,0.015815497,0.008974533,0.008974533,0.021420347,0.021420347,0.068003251,0.514020591,0.514020591,0.999966134,0.012445814,0.012445814,0.000186264,0.000186264,0.220062314,0.220062314,0.046735302,0.046735302,0.002590761,0.002590761,0.002319832,0.002319832,0.002184367,0.002184367,1,0.262157952,0.262157952,0.009262395,0.009262395,0.972991737,1,0.819374831,0.275839881,0.275839881,0.232779057,0.232779057,0,0,0.000152398,0.000152398,0.012445814,0.012445814,0.000186264,0.000186264,0.002590761,0.002590761,0.002319832,0.002319832,1,0.972991737,1,0.819374831,0.275839881,0.275839881,0.232779057,0.232779057,0,0,0.000152398,0.000152398,0.972991737,1,0.819374831,0.079720943,0.079720943,0.079720943,0.079720943,0.08239637,0.004571932,0.474227852,0.46586291,0.474261718,0.425189651,0.084987131,0.084987131,5.07992E-05,5.07992E-05,0.001930371,0.001930371,0.046515172,0.046515172,0.000118532,0.000118532,0.425189651,0.005672582,0.005672582,0.008635871,0.008635871,0.26742414,0.26742414,0.008077079,0.008077079,0.023994175,0.023994175,0.26742414,0.26742414,0.46586291,0.023994175
X308635,1,0.001467351,0.001467351,0.877622891,1,0,0,0,0,0,0,0,0,0,0,0.003668379,0.003668379,0.001760822,0.001760822,0.001467351,0.001467351,0,0,0.877622891,1,0,0.05077036,0.003961849,0.003961849,0.024064563,0.024064563,0.000586941,0.000586941,0.029347029,0.029347029,0.05077036,0,0,1,0.03052091,0.03052091,0.000440205,0.000440205,0,0,0.044167278,0.044167278,0.003668379,0.003668379,0.001760822,0.001760822,0.001467351,0.001467351,1,0,0,0.026999266,0.026999266,0.877622891,1,0,0,0,0,0,0,0,0,0,0.03052091,0.03052091,0.000440205,0.000440205,0.003668379,0.003668379,0.001760822,0.001760822,1,0.877622891,1,0,0,0,0,0,0,0,0,0,0.877622891,1,0,0,0,0,0,0.005575935,0.005575935,0.531181218,0.484812913,0.531181218,0,0,0,0,0,0.001173881,0.001173881,0.048569332,0.048569332,0,0,0,0.010418195,0.010418195,0.020983125,0.020983125,0,0,0,0,0,0,0,0,0.484812913,0
X140851,0.999212288,0.007483261,0.007483261,0.981488775,1,1,0.005907838,0.005907838,0.005907838,0.024812918,0.024812918,0,0,0,0,0.000393856,0.000393856,0.000393856,0.000393856,0.007483261,0.007483261,0.001969279,0.001969279,0.981488775,1,1,0.014178811,0,0,0.004332414,0.004332414,0.003938558,0.003938558,0.038597873,0.038597873,0.014178811,0.475384009,0.475384009,0.999212288,0.013784955,0.013784955,0,0,0.01142182,0.01142182,0.089405278,0.089405278,0.000393856,0.000393856,0.000393856,0.000393856,0.007483261,0.007483261,1,0.001969279,0.001969279,0.003938558,0.003938558,0.981488775,1,1,0.140212682,0.140212682,0.141000394,0.141000394,0.037810161,0.037810161,0,0,0.013784955,0.013784955,0,0,0.000393856,0.000393856,0.000393856,0.000393856,1,0.981488775,1,1,0.140212682,0.140212682,0.141000394,0.141000394,0.037810161,0.037810161,0,0,0.981488775,1,1,0,0,0,0,0.000393856,0.000393856,0.795588814,0.785742418,0.79598267,0.79598267,0.082315872,0.082315872,0,0,0.012997243,0.012997243,0.015754234,0.015754234,0,0,0.79598267,0.005120126,0.005120126,0.007483261,0.007483261,0,0,0.065380071,0.065380071,0.018117369,0.018117369,0,0,0.785742418,0.018117369
X203310,1,0.000938364,0.000938364,0.979405373,1,1,0,0,0,0,0,0,0,0,0,0.000296326,0.000296326,0.000296326,0.000296326,0.000938364,0.000938364,0.027360727,0.027360727,0.979405373,1,1,0.002617542,0.000345713,0.000345713,0.000642039,0.000642039,0,0,0.000493876,0.000493876,0.002617542,0,0,1,0.000740814,0.000740814,9.87752E-05,9.87752E-05,0.025632161,0.025632161,0.001185302,0.001185302,0.000296326,0.000296326,0.000296326,0.000296326,0.000938364,0.000938364,1,0.027360727,0.027360727,0,0,0.979405373,1,1,0,0,0,0,0,0,0,0,0.000740814,0.000740814,9.87752E-05,9.87752E-05,0.000296326,0.000296326,0.000296326,0.000296326,1,0.979405373,1,1,0,0,0,0,0,0,0,0,0.979405373,1,1,0,0,0,0,0,0,0.544448834,0.534126827,0.544448834,0.544448834,0,0,0,0,0.000592651,0.000592651,0.006469775,0.006469775,0,0,0.544448834,0.000246938,0.000246938,0.000444488,0.000444488,0.530274595,0.530274595,0.079810352,0.079810352,0.014174239,0.014174239,0.530274595,0.530274595,0.534126827,0.014174239